Adoption ID,Date,Quantity,Book ID,Title,ISBN-10,ISBN-13,Category,University ID
13,7/15/2015,383,935,Economics Today: The Micro View,0132948885,9780132948883,Economics,186371
14,12/2/2015,682,473,Introduction to JavaScript Programming with XML and PHP,0133068307,9780133068306,Computer Science,186371
15,6/14/2015,546,587,Algebra and Trigonometry,032183724X,9780321837240,Mathematics,186371
16,8/8/2015,453,568,Reading Rhetorically,0321846621,9780321846624,English,186371
17,7/6/2015,461,782,Public Relations Practices,0133127648,9780133127645,Business,186371
1,12/3/2015,104,626,Elementary & Intermediate Algebra,0321880110,9780321880116,Mathematics,196079
2,7/22/2015,314,956,Comprehensive Assurance & Systems Tool (CAST): An Integrated Practice Set,0133251969,9780133251968,Business,196079
3,1/5/2016,516,928,Human Resource Management,0133043541,9780133043549,Business,196079
4,3/13/2015,65,957,Principles of Risk Management and Insurance,0132992914,9780132992916,Business,196079
5,9/21/2015,554,686,Ownership Series: Ownership: Study Strategies,0132869063,9780132869065,Student Success,196079
6,8/7/2015,675,923,Guide to Presentations,0133058360,9780133058369,Business,196079
7,7/15/2015,410,572,Mosaics: Reading and Writing Paragraphs,0205890547,9780205890545,Student Success,196079
8,10/20/2015,362,683,Ownership Series: Ownership: Accountability,0132869500,9780132869508,Student Success,196079
9,7/28/2015,52,922,Management,0133043606,9780133043600,Business,196079
10,7/18/2015,475,613,Business Math,0133011208,9780133011203,Business,196079
11,6/20/2015,467,614,Writing for Life: Sentences and Paragraphs,020588539X,9780205885398,Student Success,196079
12,11/16/2015,353,980,Hands-On Database,013610827X,9780136108276,Computer Science,196079
13,6/8/2015,455,627,Intermediate Algebra 10,0321872185,9780321872180,Mathematics,196079
14,1/20/2016,433,594,Elementary Algebra:  Concepts & Applications,0321874226,9780321874221,Mathematics,196079
15,8/5/2015,168,905,Horngren's Accounting,0133117413,9780133117417,Business,196079
16,12/9/2015,170,698,Global Marketing Management,0136157394,9780136157397,Business,196079
17,8/28/2015,89,682,Essentials of Entrepreneurship and Small Business Management,0132666790,9780132666794,Business,196079
18,10/21/2015,183,682,Essentials of Entrepreneurship and Small Business Management,0132666790,9780132666794,Business,196079
19,5/15/2015,638,550,Literature for Composition,0321829174,9780321829177,English,196079
20,11/19/2015,62,678,Marketing Research,0133074676,9780133074673,Business,196079
1,1/5/2016,33,690,Horngren's Financial & Managerial Accounting. The Financial Chapters,0133255573,9780133255577,Business,172699
2,7/23/2015,127,922,Management,0133043606,9780133043600,Business,172699
3,7/7/2015,422,893,Manager's Bookshelf,0133043592,9780133043594,Business,172699
4,8/10/2015,622,638,C++ How to Program (Early Objects Version),0133378713,9780133378719,Computer Science,172699
5,6/23/2015,482,925,Guide to Managerial Communication,013297133X,9780132971331,Business,172699
6,9/24/2015,199,958,Macroeconomics,0132991330,9780132991339,Economics,172699
7,10/20/2015,506,546,The Curious Writer,0205235778,9780205235773,English,172699
8,1/20/2016,230,486,Intermediate Algebra,0321880129,9780321880123,Mathematics,172699
9,12/27/2015,566,690,Horngren's Financial & Managerial Accounting. The Financial Chapters,0133255573,9780133255577,Business,172699
10,12/27/2015,52,981,Business Intelligence,013610066X,9780136100669,Business,172699
11,5/26/2015,173,551,Literature and the Writing Process,0205902278,9780205902279,English,172699
12,5/16/2015,577,632,Elementary and Intermediate Algebra: Concepts & Applications,0321848748,9780321848741,Mathematics,172699
13,9/28/2015,394,927,International Management: Text and Cases,0133062120,9780133062120,Business,172699
14,9/28/2015,477,486,Intermediate Algebra,0321880129,9780321880123,Mathematics,172699
15,10/30/2015,403,627,Intermediate Algebra 10,0321872185,9780321872180,Mathematics,172699
16,5/18/2015,564,599,Analysis with an Introduction to Proof,032174747X,9780321747471,Mathematics,172699
17,8/26/2015,536,924,The Economics of Sports,0133022927,9780133022926,Economics,172699
18,11/10/2015,64,976,"The Economics of Women, Men and Work",0132992817,9780132992817,Economics,172699
19,7/18/2015,303,951,Corporate Finance,0132992477,9780132992473,Business,172699
20,9/1/2015,491,564,Read to Achieve: Gateway to Academic Reading,0205578063,9780205578061,Student Success,172699
21,7/5/2015,452,919,MIS Essentials,0132970759,9780132970754,Business,172699
22,7/1/2015,498,553,"The Prentice Hall Guide for College Writers, Brief Edition",0205883052,9780205883059,English,172699
23,12/25/2015,232,583,John E. Freund's Mathematical Statistics with Applications,032180709X,9780321807090,Statistics,172699
24,5/7/2015,136,633,Brief Calculus & Its Applications,0321848837,9780321848833,Mathematics,172699
25,11/21/2015,290,627,Intermediate Algebra 10,0321872185,9780321872180,Mathematics,172699
26,4/2/2015,494,914,Using MIS,0133029670,9780133029673,Business,172699
27,11/17/2015,347,567,"Writing and Reading Across the Curriculum, Brief Edition",0321906365,9780321906366,English,172699
28,3/7/2015,526,590,Mathematics for Business,0132898357,9780132898355,Business,172699
1,9/14/2015,51,610,Cornerstones for College Success,0321860470,9780321860477,Student Success,162928
2,4/7/2015,212,704,Fundamentals of Communication Systems,0133354857,9780133354850,Engineering,162928
3,3/22/2015,165,686,Ownership Series: Ownership: Study Strategies,0132869063,9780132869065,Student Success,162928
4,12/24/2015,61,642,Developmental Mathematics,0321845862,9780321845863,Mathematics,162928
5,3/31/2015,333,784,Mechanics of Materials,0133254429,9780133254426,Engineering,162928
6,10/31/2015,666,636,Trigonometry,0321795911,9780321795915,Mathematics,162928
7,11/26/2015,154,949,Macroeconomics,0132992280,9780132992282,Economics,162928
8,6/8/2015,533,696,Entrepreneurial Finance,0133140512,9780133140514,Business,162928
9,3/1/2016,455,957,Principles of Risk Management and Insurance,0132992914,9780132992916,Business,162928
10,2/23/2016,300,909,Management: A Focus on Leaders,0133077543,9780133077544,Business,162928
11,8/9/2015,31,583,John E. Freund's Mathematical Statistics with Applications,032180709X,9780321807090,Statistics,162928
12,2/3/2016,483,607,Basic Technical Mathematics,0133083500,9780133083507,Mathematics,162928
13,7/1/2015,276,959,Introduction to Financial Accounting,0133251039,9780133251036,Business,162928
14,9/26/2015,115,563,The Necessary Shakespeare,0321880943,9780321880949,English,162928
15,11/25/2015,348,909,Management: A Focus on Leaders,0133077543,9780133077544,Business,162928
1,5/28/2015,295,785,"Human Relations for Career and Personal Success: Concepts, Applications, & Skills",0132974401,9780132974400,Business,161554
2,3/20/2015,292,609,"Writing for Life: Paragraphs and Essays, 3E",0205850251,9780205850259,Student Success,161554
3,3/9/2015,349,701,Adaptive Filter Theory,013267145X,9780132671453,Engineering,161554
4,9/1/2015,87,692,Cryptography and Network Security: Principles and Practice,0133354695,9780133354690,Computer Science,161554
5,7/22/2015,202,705,Statics and Mechanics of Materials,0133451607,9780133451603,Engineering,161554
6,9/21/2015,222,918,Fundamentals of Futures and Options Markets,0132993341,9780132993340,Business,161554
7,12/1/2015,40,569,Building College Vocabulary Strategies,0321844254,9780321844255,Student Success,161554
8,5/18/2015,105,549,Complete Works of Shakespeare 7E,0321886518,9780321886514,English,161554
9,6/1/2015,445,949,Macroeconomics,0132992280,9780132992282,Economics,161554
10,9/12/2015,279,595,Intermediate Algebra: Concepts & Applications,0321848284,9780321848284,Mathematics,161554
11,10/6/2015,207,793,Reliability Engineering,0136015727,9780136015727,Engineering,161554
12,6/22/2015,535,947,Operations Management,0132921146,9780132921145,Business,161554
13,11/13/2015,564,607,Basic Technical Mathematics,0133083500,9780133083507,Mathematics,161554
14,1/2/2016,407,688,"Essentials of Processes, Systems and Information: with SAP tutorials",013340675X,9780133406757,Business,161554
15,3/23/2015,560,976,"The Economics of Women, Men and Work",0132992817,9780132992817,Economics,161554
16,10/13/2015,298,614,Writing for Life: Sentences and Paragraphs,020588539X,9780205885398,Student Success,161554
17,10/8/2015,685,608,Basic Technical Mathematics with Calculus,0133116530,9780133116533,Mathematics,161554
18,4/2/2015,487,550,Literature for Composition,0321829174,9780321829177,English,161554
19,2/12/2016,42,590,Mathematics for Business,0132898357,9780132898355,Business,161554
20,7/3/2015,512,791,Essentials of Database Management,0133405680,9780133405682,Computer Science,161554
21,1/26/2016,597,968,Principles of Microeconomics,0133024164,9780133024166,Economics,161554
22,8/29/2015,528,979,Development Economics,0321464486,9780321464484,Economics,161554
23,7/26/2015,583,563,The Necessary Shakespeare,0321880943,9780321880949,English,161554
24,4/6/2015,248,564,Read to Achieve: Gateway to Academic Reading,0205578063,9780205578061,Student Success,161554
25,6/25/2015,43,607,Basic Technical Mathematics,0133083500,9780133083507,Mathematics,161554
26,2/27/2016,397,622,"Prealgebra and Introductory Algebra, 4e",0321859227,9780321859228,Mathematics,161554
27,5/25/2015,494,474,Starting Out with C++: Early Objects,013336092X,9780133360929,Computer Science,161554
28,12/8/2015,643,556,Mosaics: Reading and Writing Essays 6e,0205890962,9780205890965,Student Success,161554
29,12/12/2015,447,895,Intercultural Business Communication,0132971275,9780132971270,Business,161554
30,12/23/2015,344,950,"Money, Banking, and the Financial System",0132994917,9780132994910,Economics,161554
1,1/8/2016,27,689,"Horngren's Financial & Managerial Accounting, The Managerial Chapters",0133255433,9780133255430,Business,197610
2,6/24/2015,215,599,Analysis with an Introduction to Proof,032174747X,9780321747471,Mathematics,197610
3,6/11/2015,417,600,Statistical Reasoning for Everyday Life,0321817621,9780321817624,Statistics,197610
4,4/15/2015,420,970,E-Marketing,0132147556,9780132147552,Business,197610
5,9/18/2015,65,964,The Practice of Public Relations,0133083578,9780133083576,Business,197610
6,10/27/2015,632,914,Using MIS,0133029670,9780133029673,Business,197610
7,10/5/2015,140,477,Starting Out With Visual Basic,0133128083,9780133128086,Computer Science,197610
8,9/9/2015,25,690,Horngren's Financial & Managerial Accounting. The Financial Chapters,0133255573,9780133255577,Business,197610
9,5/6/2015,305,687,Introduction to Materials Science,0132136422,9780132136426,Engineering,197610
10,1/12/2016,479,478,Starting out with Visual C# 2012 (with CD-Rom),0133129454,9780133129458,Computer Science,197610
11,4/30/2015,383,678,Marketing Research,0133074676,9780133074673,Business,197610
12,12/1/2015,610,559,The Blair Reader,0205901840,9780205901845,English,197610
13,6/4/2015,597,892,Opportunities and Challenges of Workplace Diversity,013295351X,9780132953511,Business,197610
14,9/12/2015,634,930,Macroeconomics,0132948877,9780132948876,Economics,197610
15,1/22/2016,551,980,Hands-On Database,013610827X,9780136108276,Computer Science,197610
16,7/23/2015,645,925,Guide to Managerial Communication,013297133X,9780132971331,Business,197610
17,9/19/2015,181,693,"Network Security Essentials: Applications and Standards, 5/e",0133370437,9780133370430,Computer Science,197610
18,12/10/2015,488,893,Manager's Bookshelf,0133043592,9780133043594,Business,197610
19,7/21/2015,113,567,"Writing and Reading Across the Curriculum, Brief Edition",0321906365,9780321906366,English,197610
20,10/4/2015,129,477,Starting Out With Visual Basic,0133128083,9780133128086,Computer Science,197610
21,2/22/2016,628,486,Intermediate Algebra,0321880129,9780321880123,Mathematics,197610
22,1/17/2016,639,559,The Blair Reader,0205901840,9780205901845,English,197610
23,6/25/2015,423,473,Introduction to JavaScript Programming with XML and PHP,0133068307,9780133068306,Computer Science,197610
24,2/8/2016,435,488,Statistics for Business: Decision Making and Analysis,0321836510,9780321836519,Statistics,197610
25,4/28/2015,592,706,Introduction to Engineering Analysis,013601772X,9780136017721,Engineering,197610
26,4/7/2015,261,923,Guide to Presentations,0133058360,9780133058369,Business,197610
27,9/22/2015,198,643,Engineering Vibration,0132871696,9780132871693,Engineering,197610
28,7/5/2015,267,623,Precalculus Essentials,0321729560,9780321729569,Mathematics,197610
29,3/24/2015,227,911,Economics,0132994844,9780132994842,Economics,197610
30,3/12/2015,83,959,Introduction to Financial Accounting,0133251039,9780133251036,Business,197610
31,9/24/2015,679,616,Introductory and Intermediate Algebra 5e,0321865537,9780321865533,Mathematics,197610
32,8/17/2015,363,621,Developmental Mathematics through Applications: Basic College Mathematics and Algebra,0321826043,9780321826046,Mathematics,197610
33,8/12/2015,282,914,Using MIS,0133029670,9780133029673,Business,197610
34,5/13/2015,438,571,Style: Lessons in Clarity and Grace 11E,0321898680,9780321898685,English,197610
1,8/23/2015,280,894,International Economics,0132948915,9780132948913,Economics,194824
2,11/22/2015,164,891,Marketing Plan Handbook,0133078353,9780133078350,Business,194824
3,10/13/2015,471,485,Elementary Algebra,0321880153,9780321880154,Mathematics,194824
1,12/2/2015,667,566,Academic Reading,0321865820,9780321865823,Student Success,200332
2,10/6/2015,610,558,"Strategies for Successful Writing, Concise Edition",0205883109,9780205883103,English,200332
3,3/30/2015,311,972,Making the Team,0136090036,9780136090038,Business,200332
4,2/14/2016,334,690,Horngren's Financial & Managerial Accounting. The Financial Chapters,0133255573,9780133255577,Business,200332
5,12/8/2015,118,933,Economics Today,0132948907,9780132948906,Economics,200332
6,5/18/2015,176,629,Precalculus: Essentials,032181696X,9780321816962,Mathematics,200332
7,12/14/2015,331,608,Basic Technical Mathematics with Calculus,0133116530,9780133116533,Mathematics,200332
8,4/23/2015,122,561,The DK Handbook,0205863795,9780205863792,Student Success,200332
9,1/2/2016,167,707,Managerial Economics,0321566440,9780321566447,Economics,200332
10,6/27/2015,82,646,"Power Electronics: Circuits,Devices & Applications",0133125904,9780133125900,Engineering,200332
11,2/3/2016,597,611,"Cornerstones for Community College Success, 2/E",0321860594,9780321860590,Student Success,200332
12,8/7/2015,614,980,Hands-On Database,013610827X,9780136108276,Computer Science,200332
13,11/16/2015,529,972,Making the Team,0136090036,9780136090038,Business,200332
14,12/5/2015,525,607,Basic Technical Mathematics,0133083500,9780133083507,Mathematics,200332
15,10/4/2015,362,935,Economics Today: The Micro View,0132948885,9780132948883,Economics,200332
16,3/13/2015,31,940,Microeconomics,0132948869,9780132948869,Economics,200332
17,2/25/2016,109,614,Writing for Life: Sentences and Paragraphs,020588539X,9780205885398,Student Success,200332
