Message ID,Date,Content,Category,University ID
8,4/14/2015,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo.",Response,196079
9,12/9/2015,"Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Query,196079
10,11/22/2015,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Order,196079
11,4/7/2015,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Request,196079
12,3/25/2015,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,Help,196079
13,11/11/2015,Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.,Request,196079
14,8/20/2015,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.,Help,196079
1,9/11/2015,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",Response,172699
2,6/1/2015,"Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",Order,172699
3,3/2/2016,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Request,172699
1,8/7/2015,Suspendisse potenti. In eleifend quam a odio.,Response,162928
2,8/31/2015,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",Request,162928
3,4/12/2015,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.,Response,162928
4,10/2/2015,"Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",Help,162928
5,1/1/2016,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,Response,162928
6,1/5/2016,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.,Help,162928
7,11/13/2015,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,Request,162928
8,2/7/2016,Sed accumsan felis.,Response,162928
9,3/28/2015,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,Order,162928
1,1/19/2016,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.,Order,161554
2,4/29/2015,In hac habitasse platea dictumst.,Query,161554
3,4/6/2015,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",Order,161554
4,12/23/2015,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,Response,161554
5,7/3/2015,Morbi porttitor lorem id ligula.,Help,161554
6,1/31/2016,Suspendisse potenti.,Order,161554
7,5/16/2015,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",Request,161554
8,8/27/2015,"Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",Order,161554
9,5/28/2015,In sagittis dui vel nisl.,Order,161554
10,8/22/2015,"Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",Help,161554
11,4/3/2015,Nulla mollis molestie lorem. Quisque ut erat.,Help,161554
12,8/2/2015,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Response,161554
1,8/22/2015,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Request,197610
2,10/24/2015,Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.,Query,197610
3,12/5/2015,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",Help,197610
4,5/30/2015,Vivamus in felis eu sapien cursus vestibulum.,Query,197610
5,7/1/2015,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.",Help,197610
6,3/9/2015,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.",Request,197610
7,3/20/2015,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",Response,197610
8,10/12/2015,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",Response,197610
9,1/27/2016,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",Query,197610
10,11/24/2015,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",Help,197610
11,5/5/2015,Duis ac nibh.,Query,197610
12,9/22/2015,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",Help,197610
13,7/17/2015,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,Help,197610
14,1/1/2016,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Request,197610
1,7/11/2015,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",Query,194824
2,1/4/2016,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",Query,194824
3,12/1/2015,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Query,194824
4,12/3/2015,Morbi non quam nec dui luctus rutrum. Nulla tellus.,Response,194824
5,3/17/2015,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",Order,194824
6,5/18/2015,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,Request,194824
7,5/23/2015,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,Query,194824
8,9/1/2015,Vivamus vel nulla eget eros elementum pellentesque.,Request,194824
9,7/29/2015,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.,Response,194824
10,3/13/2015,Mauris sit amet eros.,Order,194824
11,9/21/2015,Phasellus sit amet erat.,Query,194824
1,2/8/2016,Etiam vel augue. Vestibulum rutrum rutrum neque.,Help,200332
2,10/17/2015,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",Response,200332
3,9/23/2015,Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,Order,200332
4,7/21/2015,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.",Response,200332
5,2/19/2016,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",Order,200332
6,8/14/2015,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",Request,200332
7,6/7/2015,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Order,200332
8,9/19/2015,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,Help,200332
9,7/24/2015,Morbi a ipsum. Integer a nibh.,Query,200332
10,8/26/2015,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",Help,200332
11,5/10/2015,Ut tellus. Nulla ut erat id mauris vulputate elementum.,Response,200332
12,11/21/2015,In hac habitasse platea dictumst.,Order,200332
13,2/21/2016,"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",Help,200332
14,4/20/2015,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Order,200332
1,11/24/2015,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",Query,197708
2,2/29/2016,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",Request,197708
1,5/3/2015,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",Query,218663
2,1/21/2016,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Query,218663
3,2/5/2016,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Help,218663
4,3/25/2015,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",Response,218663
5,7/30/2015,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,Request,218663
6,6/21/2015,Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.,Query,218663
7,9/8/2015,Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,Query,218663
8,6/17/2015,In eleifend quam a odio. In hac habitasse platea dictumst.,Query,218663
9,9/24/2015,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.",Response,218663
1,8/18/2015,In hac habitasse platea dictumst.,Query,148584
2,1/2/2016,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",Help,148584
3,10/22/2015,Integer a nibh. In quis justo.,Response,148584
4,7/30/2015,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",Order,148584
5,1/29/2016,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,Request,148584
6,9/28/2015,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",Query,148584
7,3/31/2015,In hac habitasse platea dictumst.,Request,148584
8,10/6/2015,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Help,148584
9,7/30/2015,Aliquam non mauris.,Help,148584
10,2/6/2016,Nunc purus. Phasellus in felis.,Help,148584
11,8/4/2015,Maecenas pulvinar lobortis est. Phasellus sit amet erat.,Request,148584
12,2/27/2016,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Response,148584
13,6/19/2015,Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.,Query,148584
14,7/28/2015,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",Response,148584
1,12/31/2015,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Response,201885
2,9/16/2015,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,Order,201885
3,6/22/2015,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",Order,201885
1,8/18/2015,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,Query,136950
2,11/21/2015,Duis ac nibh.,Help,136950
3,8/1/2015,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Response,136950
1,5/16/2015,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,Response,193654
2,2/27/2016,Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,Order,193654
3,12/18/2015,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",Query,193654
4,11/25/2015,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,Request,193654
5,1/4/2016,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Query,193654
6,3/29/2015,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.,Help,193654
7,10/8/2015,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",Query,193654
8,4/10/2015,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,Query,193654
9,1/1/2016,Donec quis orci eget orci vehicula condimentum.,Request,193654
1,2/21/2016,Etiam justo. Etiam pretium iaculis justo.,Request,419457
2,4/26/2015,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl.",Order,419457
3,7/11/2015,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Response,419457
4,2/14/2016,Donec posuere metus vitae ipsum. Aliquam non mauris.,Request,419457
5,2/26/2016,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Query,419457
6,10/17/2015,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.",Request,419457
7,1/19/2016,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,Order,419457
8,6/25/2015,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",Order,419457
